age,income,credit_history_months,num_credit_accounts,debt_ratio,num_late_payments,target,status
38,2526.556410443316,31,4,0.18296387198192626,1,1.0,approved
40,2309.8077921093645,39,6,0.2387616490720988,1,0.0,approved
45,3212.2536609008284,44,2,0.3158732911609725,1,1.0,approved
45,4382.502138721892,76,3,0.34230864158666585,1,1.0,approved
21,9807.049726264127,16,5,0.1286261544860254,0,1.0,approved
25,4508.041377629949,2,1,0.32052600448930113,2,0.0,approved
40,5323.67952443372,114,4,0.3246645439483961,0,1.0,approved
40,2314.6572525522347,20,3,0.15669561511539928,1,0.0,approved
40,2000.0,35,6,0.38896980505369466,1,0.0,approved
70,3075.3244129110976,39,3,0.6667499171342582,1,0.0,approved
40,3145.049655209574,28,1,0.07487128430505095,6,0.0,approved
46,2000.0,8,4,0.2556140959685639,1,1.0,approved
44,2730.80778143625,50,3,0.5905547129865264,1,1.0,approved
41,3639.708230127013,58,2,0.22436523564177524,2,1.0,approved
31,3569.5567146887647,28,4,0.35729014072913823,1,1.0,approved
42,3835.8407735869787,24,6,0.1772207432472218,1,0.0,approved
27,3447.768072167754,4,3,0.3639501021652167,2,0.0,approved
32,2313.451097795301,3,6,0.31928391261540434,0,0.0,approved
30,2305.492703170488,14,5,0.34483662492993544,2,0.0,approved
35,2000.0,13,2,0.07995958036437165,1,0.0,approved
58,7276.370939604359,110,4,0.21863841341553147,2,1.0,approved
20,3001.073035833434,55,1,0.28314081085649,1,1.0,approved
41,2663.9718694867943,38,4,0.7535263300012288,0,0.0,approved
20,2000.0,26,1,0.14495069929424495,1,0.0,approved
30,12936.770360533488,6,2,0.12188725181959882,2,1.0,approved
45,2000.0,138,5,0.31220099607981777,0,0.0,approved
35,2405.6514936763956,16,1,0.26102425546303876,0,0.0,approved
24,3669.895322429363,4,4,0.1547493595376477,4,0.0,approved
27,4024.3008901252756,24,1,0.7181214649755739,0,0.0,approved
41,4812.471360954519,74,3,0.24950069663531627,2,0.0,approved
27,7359.919350752055,78,2,0.2018726532080769,1,1.0,approved
37,3839.428581970216,1,4,0.0203286450096216,2,0.0,approved
35,2000.0,78,3,0.04569547566399058,1,1.0,approved
28,2621.5668108969753,11,5,0.16150540615537026,1,0.0,approved
56,3476.968895763182,1,6,0.09627660162468636,1,0.0,approved
41,8384.273441845487,67,4,0.3913912296519503,1,0.0,approved
20,2000.0,71,5,0.4679781542990112,1,1.0,approved
36,5438.661450135457,32,7,0.2735342399964046,1,1.0,approved
28,3261.5479233231945,30,2,0.2796782281988191,0,0.0,approved
43,4531.984797281237,60,4,0.15488751145708068,2,1.0,approved
27,2832.7482760493763,55,6,0.4027636071463877,1,0.0,approved
33,2000.0,79,3,0.2130890437154077,2,0.0,approved
40,4339.16143073505,28,7,0.5705892298413304,1,1.0,approved
43,4134.887968220596,123,6,0.28535048747056463,1,1.0,approved
22,4846.579526566602,200,3,0.5872889160110548,3,1.0,approved
31,2961.1935201367282,4,1,0.12565732172637312,1,1.0,approved
30,2208.544517853446,68,2,0.2792662962787642,2,0.0,approved
28,2000.0,24,4,0.09429759586577681,0,1.0,approved
52,4490.353167355697,17,4,0.245787244018054,2,0.0,approved
39,3684.701293472926,34,5,0.3341922976608405,1,0.0,approved
22,2000.0,2,4,0.22151866133784076,2,0.0,approved
44,2277.2256557054066,25,4,0.11832631706261318,0,0.0,approved
56,2360.4807715348716,73,2,0.04607888314696922,1,1.0,approved
45,2000.0,8,6,0.07023810151120638,0,1.0,approved
20,2000.0,20,1,0.16553669706998578,0,0.0,approved
30,2000.0,100,1,0.7050899439841513,1,0.0,approved
47,2425.421236491154,20,7,0.1453504206222964,3,0.0,approved
27,2060.3914146273487,15,3,0.32021292167147575,0,0.0,approved
39,2000.0,20,3,0.2546325974490237,0,0.0,approved
42,8195.128040555568,26,1,0.2625250729048204,0,1.0,approved
25,5576.242076556657,35,2,0.3518910231869407,2,0.0,approved
34,2019.2678803715319,58,1,0.3174418292601699,1,1.0,approved
20,3415.949250294048,21,1,0.10268212623650362,1,0.0,approved
24,3672.884298983524,61,2,0.1596101030256578,0,1.0,approved
32,5407.504161394729,27,3,0.21895506083799385,0,1.0,approved
22,2000.0,14,2,0.20936052124751645,0,0.0,approved
51,5146.403457838619,38,7,0.1760390539435053,1,0.0,approved
20,2266.6252899519986,45,4,0.1774898818215481,0,0.0,approved
30,2000.0,29,4,0.18894322018532894,1,0.0,approved
36,4281.541039191961,2,3,0.3062301971399329,1,0.0,approved
49,5683.822223426755,6,4,0.23136024788224202,0,1.0,approved
20,10872.092748714005,12,4,0.07922400104438103,0,1.0,approved
46,2000.0,11,7,0.21544924164575002,2,0.0,approved
35,4227.896396455904,40,4,0.11688211951557381,0,0.0,approved
25,2428.6707691807483,1,4,0.13692283791437757,0,0.0,approved
39,4410.217801259367,50,1,0.2847278046202701,1,0.0,approved
36,2000.0,11,1,0.31880270150155526,0,1.0,approved
28,2000.0,13,1,0.33384144905162655,1,0.0,approved
35,2022.4452708471176,27,5,0.05188765994748759,1,1.0,approved
31,3101.0065236847336,8,6,0.2030461556748914,0,0.0,approved
36,2163.4498226689193,77,3,0.5298229468115979,2,0.0,approved
41,4144.457473193379,3,6,0.049077582664092394,0,0.0,approved
50,4981.3056238891495,21,7,0.3186384202275359,0,1.0,approved
22,4023.022523524087,68,2,0.20034489564822677,0,0.0,approved
56,6696.858533532994,34,3,0.1780529128085423,3,1.0,approved
20,3669.8765934769976,12,3,0.2450423276360138,1,1.0,approved
33,2000.0,19,2,0.3797741723520153,1,0.0,approved
40,5893.988762931914,44,2,0.43291761391842193,1,0.0,approved
37,2202.661943414955,130,1,0.5226905350986518,1,0.0,approved
28,4699.489899762877,80,2,0.23067854274633456,1,0.0,approved
32,6547.686815252089,15,4,0.15556909100155059,1,1.0,approved
30,3745.625877048497,227,1,0.44037237393503226,0,1.0,approved
29,2000.0,1,5,0.23750764061917926,3,0.0,approved
43,2000.0,1,3,0.13783478030854493,2,0.0,approved
38,5775.45449913748,62,3,0.35869952283566914,2,0.0,approved
28,2739.2478576144813,8,3,0.12568691326065373,1,0.0,approved
43,3101.9516828010287,2,4,0.1751984780371854,0,0.0,approved
38,4356.447488853657,9,0,0.3524336251897633,0,0.0,approved
43,4222.410409457978,19,4,0.19656049427284772,1,1.0,approved
41,3426.8608128848127,47,6,0.15636443302045816,1,1.0,approved
26,2685.617103899484,35,4,0.1730825728015219,1,0.0,approved
29,2549.5337470334857,9,1,0.3923998301401533,3,0.0,approved
42,4577.688304357071,25,3,0.2526132253759297,0,1.0,approved
41,3931.533237443791,93,0,0.6932069606637725,1,1.0,approved
34,2621.1016872522746,60,5,0.3182160063795571,0,1.0,approved
36,5120.749819830535,14,3,0.07302847817970287,0,1.0,approved
47,2794.708096628234,145,2,0.2667236455921165,0,1.0,approved
29,2000.0,44,4,0.5772397400843535,0,0.0,approved
40,2039.611546957485,2,4,0.20695697850402797,0,0.0,approved
32,2000.0,1,6,0.26996751045684303,1,0.0,approved
32,2601.373858840982,6,3,0.6118496979575427,0,0.0,approved
45,5524.025546564433,46,2,0.3028902530529189,1,0.0,approved
43,2000.0,7,0,0.5103673957020756,0,0.0,approved
43,3275.5395431789284,25,3,0.16074118294662595,1,0.0,approved
48,2146.6318839846854,3,3,0.22773620644528642,1,0.0,approved
35,2617.1611515364825,91,4,0.09161243559334013,1,1.0,approved
41,2000.0,15,3,0.1420399921672639,0,1.0,approved
31,2669.725361978951,85,4,0.196171148538693,1,0.0,approved
38,2705.7848852492994,104,1,0.1710417795726105,0,1.0,approved
33,3905.5112360127205,1,0,0.021788812107259654,2,1.0,approved
35,3333.041257195723,22,3,0.13203852520067627,0,1.0,approved
40,2000.0,1,2,0.3833133458843253,1,0.0,approved
26,5126.093371441471,86,3,0.18482635122048466,2,1.0,approved
55,3311.4833835505056,26,2,0.0644106103574904,2,1.0,approved
24,3291.8228846032794,2,3,0.32055025787777813,0,0.0,approved
22,2967.3032518466407,4,3,0.15217187950561997,0,0.0,approved
46,2301.051051365779,17,0,0.542306579667106,1,0.0,approved
42,3323.923595078485,101,1,0.08543616326644941,2,1.0,approved
41,3781.190620416303,42,2,0.1033371489737079,2,0.0,approved
41,2000.0,72,4,0.1997318892120777,1,1.0,approved
34,2277.0125582889655,16,3,0.036541028897336,2,0.0,approved
26,2624.1872677446854,1,0,0.47795583547164094,0,0.0,approved
35,3388.3057708880165,131,5,0.27645136817177246,1,1.0,approved
28,5413.523766468132,1,3,0.4950573149427281,0,1.0,approved
44,2026.6299973216728,106,2,0.2631866128876534,1,0.0,approved
33,2323.9394806192067,16,2,0.193498543855347,0,1.0,approved
26,2307.068487778931,1,2,0.48132296327889007,1,1.0,approved
31,2000.0,42,1,0.12452129688380119,1,0.0,approved
39,2505.90882583017,141,0,0.25680621050933655,1,1.0,approved
29,4382.616107980875,121,5,0.7827536784179604,0,0.0,approved
26,2000.0,6,5,0.3381318504593073,2,1.0,approved
37,3691.939458909473,7,0,0.1421895785420278,0,1.0,approved
37,2000.0,30,1,0.5821285884958193,0,0.0,approved
29,2251.452858670439,36,2,0.081685415250167,2,0.0,approved
30,2528.18099768928,48,2,0.053884473847465156,0,1.0,approved
37,6887.268466775748,7,4,0.18842326825900957,2,0.0,approved
20,2598.264101144068,114,2,0.48849265476548026,1,0.0,approved
20,2000.0,36,5,0.697932915792697,1,0.0,approved
27,2000.0,67,3,0.32376621813568307,2,1.0,approved
32,3032.112326799027,27,2,0.4404664472708245,1,0.0,approved
38,4051.6740804651413,19,4,0.32413968509685165,2,0.0,approved
49,3596.541358211901,136,4,0.3758187819110941,1,1.0,approved
43,3241.479216493899,31,2,0.3969385347402871,2,1.0,approved
33,5330.124092334915,72,0,0.27179188543918753,1,1.0,approved
34,2276.067357817446,110,5,0.39143054518405307,0,1.0,approved
24,4663.191099275056,40,2,0.2670581975652729,1,0.0,approved
34,2000.0,28,3,0.3008036337254396,0,0.0,approved
32,2000.0,1,0,0.3416656691160129,1,0.0,approved
38,2000.0,1,5,0.1018886134459779,2,1.0,approved
26,2598.2082443705194,8,3,0.17131015150452789,1,1.0,approved
40,2912.7979450366506,7,3,0.3465713356473419,0,0.0,approved
50,3155.968642605277,10,1,0.34318161665110847,1,0.0,approved
33,3074.635622414561,13,6,0.2708357886715141,0,1.0,approved
39,2000.0,16,2,0.22647639183133306,1,0.0,approved
41,2710.4760910370237,19,4,0.1002019686870793,0,1.0,approved
30,2000.0,3,3,0.09939324070729454,0,1.0,approved
37,5893.5539841149575,1,1,0.1981383491186979,0,0.0,approved
35,2561.0867613667388,40,3,0.1461394835450084,2,0.0,approved
35,2334.509165421783,27,3,0.19285037105700997,2,0.0,approved
27,6597.658974249798,21,1,0.1538588428862079,0,1.0,approved
35,2000.0,36,5,0.16875620791475449,1,0.0,approved
39,2000.0,63,2,0.2569732936265996,2,0.0,approved
49,2000.0,20,8,0.47521291060222154,0,0.0,approved
44,2881.4943472907453,36,5,0.18104517307352427,2,1.0,approved
56,3698.9926870337167,110,3,0.3958633924423286,1,0.0,approved
27,4314.9358387631155,65,2,0.38286708318221135,0,0.0,approved
43,10785.928627659614,19,0,0.6710651677818251,2,0.0,approved
36,2000.0,37,2,0.1627553628786531,1,0.0,approved
56,4041.4862807001405,7,6,0.34762147648246433,0,0.0,approved
26,2256.194252434984,29,4,0.15161351602360076,1,0.0,approved
26,2223.3990900872955,143,3,0.1144908264096667,1,1.0,approved
29,2186.6236829144477,26,4,0.12102243334416535,1,0.0,approved
20,2000.0,94,2,0.3369573421068146,2,0.0,approved
29,6920.632300220652,18,2,0.17111473999115992,1,1.0,approved
27,4542.117824830086,240,2,0.5825990360825132,3,0.0,approved
36,3015.7323724897237,31,3,0.5270069324915655,2,0.0,approved
38,5857.6740046684945,1,3,0.09439070125558606,0,0.0,approved
53,2000.0,31,5,0.33687506233767806,0,0.0,approved
44,2000.0,11,5,0.2681621718106488,0,0.0,approved
29,2000.0,1,2,0.3387914707673571,0,1.0,approved
26,2101.2606012858773,61,0,0.25736116229124295,1,0.0,approved
39,3231.976870957975,11,1,0.1372346296268781,2,0.0,approved
21,3138.27727235158,57,3,0.23617195161914337,0,0.0,approved
53,3212.070280816968,12,2,0.5741979170982351,0,1.0,approved
46,2000.0,7,5,0.2871079890057743,1,0.0,approved
30,4454.08695847198,131,2,0.24662749945656964,2,0.0,approved
20,3360.394843902997,16,2,0.050923111048269604,2,0.0,approved
48,4300.674460810303,33,5,0.26725012970086975,2,1.0,approved
33,2000.0,33,7,0.3096824866225192,1,0.0,approved
47,3483.334938014968,29,4,0.03766366532073127,2,0.0,approved
20,2000.0,88,5,0.17316317947334334,0,1.0,approved
29,2443.8706020154646,40,3,0.4475655276979736,0,0.0,approved
35,3893.9620858098438,18,5,0.20360432863987576,2,0.0,approved
35,3119.870592336001,71,2,0.2591656223372721,1,0.0,approved
30,2000.0,7,6,0.287678295413222,0,0.0,approved
41,2990.3226734151604,28,2,0.29637514261781345,3,0.0,approved
24,2000.0,108,1,0.11738095434540334,2,0.0,approved
33,5298.259757332227,35,1,0.20551117020005838,0,0.0,approved
36,2690.165487584765,61,8,0.7803304723436032,1,0.0,approved
40,5214.898854453774,38,5,0.3550822457408271,1,0.0,approved
42,2290.9781760344727,65,4,0.35314531291626355,2,0.0,approved
23,2294.366399656078,104,1,0.45809343604912356,0,0.0,approved
20,2034.299081154033,11,6,0.4028175004386823,1,0.0,approved
47,4619.708864954381,6,1,0.06396355785210092,1,1.0,approved
38,2090.763148923078,23,5,0.19104762643626544,0,0.0,approved
27,4114.603345860182,43,2,0.3603877383580367,1,1.0,approved
50,2462.1095477015065,9,6,0.20151819353951053,0,1.0,approved
36,2000.0,1,3,0.2208223783269822,1,0.0,approved
46,2241.370898947002,15,6,0.4243164760315664,1,0.0,approved
35,2000.0,124,3,0.21085755846371396,2,0.0,approved
55,3031.9200019746213,42,6,0.24496026358661765,1,1.0,approved
52,2000.0,18,5,0.25950518318153765,2,0.0,approved
32,4736.186477957006,7,1,0.3452638142827725,1,1.0,approved
44,2848.255754169377,15,3,0.6531155895008849,0,0.0,approved
41,2727.6671597234426,6,3,0.2910242173354837,0,1.0,approved
48,4137.909836396706,4,2,0.2338021345400843,0,0.0,approved
25,4826.869824214232,85,4,0.13971364271969205,0,1.0,approved
41,2951.1512401826985,217,2,0.3414078851576169,1,1.0,approved
45,2027.177783344611,6,4,0.17093524447224348,0,0.0,approved
20,2000.0,2,4,0.1906811945575056,2,0.0,approved
23,2115.3490672567896,14,0,0.47475199713646254,0,0.0,approved
20,2189.4242236677837,22,4,0.2278723066238904,4,0.0,approved
32,3144.8728104742136,8,2,0.7335526382102229,1,0.0,approved
42,2508.465672683379,12,3,0.5520477419868367,1,0.0,approved
50,4204.734730134034,8,3,0.17668811903475898,1,0.0,approved
35,2194.058632207105,53,2,0.47939116755507566,1,1.0,approved
51,2897.1402726715955,44,0,0.2184478364945793,1,1.0,approved
21,5388.345834857838,36,1,0.10101288638186898,2,0.0,approved
20,3536.5699898009007,17,5,0.23861091931218628,1,0.0,approved
34,2892.8030633549215,86,4,0.4770173658693448,0,1.0,approved
